rms_id,category,title,verdict,flags,imgW,imgH,frameCoverage,solvedScale,unclampedScale,url
2923,tables,"STEFANO MARBLE TALL SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,181,243,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/STEFANO%20Tall%20Side%20Table%200.png
2922,tables,"SALVATORE MARBLE COFFEE TABLE",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/SALVATORE%20marble%20Coffee%20Table%200.png
2619,seating,"SYLVANUS GREEN & ASH SOFA",BROKEN,MEASURE_FAIL|LOW_RES,369,170,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/sofa/SYLVANUS%20Sofa%200.png
live-tafari,styling,"TAFARI TUMBLEWEED",BROKEN,MEASURE_FAIL|LOW_RES,279,285,0.951,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/TAFARI%20Tumbleweed.png
1439,serveware,"TABITHA COPPER RIMMED TRAY SET",BROKEN,LOW_RES|CLAMP_MASSIVE,800,600,0.359,0.750,0.587,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/SERVEWARE/TABITHA_Tray_Set.png
894,tables,"SLADE CONCRETE & WOOD COFFEE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,384,132,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/SLADE%20Coffee%20Table%200.png
404,rugs,"TAOS 6X8 PATTERN RUG",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,355,245,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/rugs/TAOS%206x8%20Rug%200.png
84,seating,"TAILOR BROWN LEATHER CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,230,262,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/TAILOR%20Chair%200.png
945,seating,"TALON BLACK METAL SOFA",BROKEN,MEASURE_FAIL|LOW_RES,399,198,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/sofa/TALON%20Sofa%200%20Original%20Cushion.png
2346,pillows-throws,"TASSEL HOUNDSTOOTH THROW",AT_RISK,LOW_RES,400,300,0.480,0.750,0.666,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/TASSEL%20HOUNDSTOOTH%200.png
3116,serveware,"TAWNY LEATHER TRAY",BROKEN,MEASURE_FAIL|LOW_RES,340,151,0.988,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/TAWNY%20Tray%200.png
2378,pillows-throws,"TASSEL WINDMILL THROW",AT_RISK,LOW_RES,800,600,0.471,0.750,0.673,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/textiles/tassel-windmill-throw/01-WINDMILL_Black.png
4052,bars,"THATCHER GREEN NATURAL WOVEN BAR STOOL",PASS,,1448,1086,0.352,0.835,0.835,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/4052/e991af9a1407ac62.png
live-teigan,large-decor,"TEIGAN/MAHDI WHITE LEATHER BARRICADE",BROKEN,MEASURE_FAIL|LOW_RES,288,226,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/TEIGAN%20MAHDI%20%200.png
MANUAL-8685463b,seating,"TADEO MINK BROWN BANQUETTE",AT_RISK,LOW_RES,800,600,0.372,0.942,0.942,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-8685463b/f50368013780e66c.png
2668,tableware,"THISTLE GLASSWARE",BROKEN,LOW_RES|CLAMP_MASSIVE,400,300,0.856,0.750,0.356,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/glassware/THISTLE%20Set.PNG
3497,storage,"THERION MANGO WOOD SHELF",BROKEN,MEASURE_FAIL|LOW_RES,180,281,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/storage/THERION%200.png
3734,serveware,"TIBUR TRAVERTINE TRAY",BROKEN,MEASURE_FAIL|LOW_RES,245,245,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/TIBUR%20Travertine%20Tray.png
MANUAL-a23118da,tables,"SIMRAN KUDU HORN + OSTRICH SIDE TABLE",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-a23118da/a8d5049a4943d77b.png
362,bars,"TIMON WOOD COCKTAIL TABLE",PASS,,1448,1086,0.376,0.945,0.945,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/362/8dc0560cd67f7e4a.png
2983,seating,"STANHOPE CHOCOLATE LEATHER SOFA",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/sofa/STANHOPE%20Sofa%200.png
3487,lighting,"TIGRAN LINEAR FLOOR LAMP",BROKEN,MEASURE_FAIL|LOW_RES,83,287,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/lamp/TIGRAN%20Floor%20Lamp%200.png
3034,tables,"TIMBER STUMP SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,200,186,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/TIMBER%20Side%20Table.png
3005,seating,"TORRO LEATHER KNIT OTTOMAN",BROKEN,MEASURE_FAIL|LOW_RES,202,187,0.995,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/ottoman/TORRO%20Ottoman%200.png
1006,seating,"SPENCER BEIGE COT BENCH",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/bench/SPENCER%20Cot%200.png
3001,tables,"TIERRE COFFEE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,305,132,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/TIERRE%20Table%200.png
3923,lighting,"TOMINA MARBLE BASE TABLE LAMP",BROKEN,MEASURE_FAIL|LOW_RES,143,246,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/lamp/TOMINA%20Lamp%200.png
2739,tables,"TOVE 8' GREY DINING TABLE",BROKEN,MEASURE_FAIL|LOW_RES,392,99,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/dining-tables/TOVE%20Dining%20Table.png
3188,tables,"TOSHIA MIRROR COLUMN",PASS,,1448,1086,0.399,0.772,0.772,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/3188/4f29da058b72f3b9.png
1815,seating,"TRAPPER CANVAS OTTOMAN",BROKEN,MEASURE_FAIL|LOW_RES,264,226,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/ottoman/TRAPPER%20Ottoman%200.png
3853,rugs,"TRINIDAD 8X10 CREAM JUTE CRISS CROSS RUG",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,397,279,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/rugs/TRINIDAD%208x10.png
2407,tables,"VERSAILLES CANE COFFEE TABLE",AT_RISK,LOW_RES,393,178,0.876,0.871,0.871,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/VERSAILLES%20Coffee%20Table%200.png
2984,serveware,"USSA SNAKE DOUBLE BOWL",BROKEN,MEASURE_FAIL|LOW_RES,208,120,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/USSA%20Double%20Bowl.png
4006,rugs,"VALDIVA 8X10 OLIVE RUG",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,391,275,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/rugs/VALDIVA%208x10.png
2967,styling,"VERNA CLASSIC WOOD PICNIC BOX",BROKEN,MEASURE_FAIL|LOW_RES,384,282,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/VERNA%20Picnic%20Box.png
3708,tables,"VALLA PATINA SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,227,275,0.992,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/VALLA%20Side%20Table%200.png
1929,storage,"VESPA DARK WOOD SHELF",AT_RISK,OPAQUE_BG|LOW_RES,279,466,0.700,0.799,0.799,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/owner-uploads/vespa-dark-wood-shelf-1929-2026-06-19.png
4016,styling,"TIRZAH ASYMMETRICAL VASE",BROKEN,LOW_RES|CLAMP_MASSIVE,516,516,0.675,0.750,0.492,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/STYLING/TIRZAH Vase Large.png
1570,bars,"WADSWORTH CONCRETE & BIRCH BAR",PASS,,1448,1086,0.436,0.926,0.926,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/1570/ac8b297716575c17.png
2747,bars,"VIXXEN BLACK BAR STOOL",PASS,,1448,1086,0.403,0.865,0.865,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2747/5dd1f626d7ac35e2.png
2911,bars,"VOYAGE BLACK TRUNK BAR",PASS,,1448,1086,0.476,0.890,0.890,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2911/f8038695ab425351.png
2154,large-decor,"WARREN METAL CANOPY",BROKEN,MEASURE_FAIL|LOW_RES,298,283,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/WARREN%20Metal%20Canopy%200.png
1354,bars,"WALDEN CONCRETE & BIRCH BAR",PASS,,1448,1086,0.505,0.966,0.966,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/1354/a1970c022da4a69a.png
1615,rugs,"WEBB 5X8 ABSTRACT RUG",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,365,285,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/rugs/WEBB%205x8%20Rug%200.png
3532,lighting,"WAVERLY ALABASTER WALL SCONCE",BROKEN,MEASURE_FAIL|LOW_RES,67,284,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/special/WAVERLY%20Sconce.png
2323,pillows-throws,"WHITE HIDE LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,314,172,0.982,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/White%20Hide%20Lumbar.png
3033,large-decor,"WASHINGTON WALL 24'W X 8'H",AT_RISK,LOW_RES,400,300,0.778,0.669,0.669,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/WASHINGTON%20Wall%20No%20Panels.png
2726,tableware,"TILLERY",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/dinnerware/TILLERY%20Set.png
2603,pillows-throws,"WHITE HIDE STITCHED LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,315,213,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/White%20Hide%20Stitched%20Lumbar.png
3194,pillows-throws,"WHITE RAFFIA PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,258,249,0.980,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/White%20Raffia.png
1015,candlelight,"WILHELM 11\" RUSTIC LED CAMPING LANTERN",BROKEN,MEASURE_FAIL|LOW_RES,104,261,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/candlelight/WILHELM%20Led.png
2769,lighting,"WINONA SILVER TROPHY TABLE LAMP",BROKEN,MEASURE_FAIL|LOW_RES,128,249,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/lamp/WINONA%20Lamp.png
MANUAL-240ea921,tables,"VOLUMNI 5' EBONY DINING TABLE",AT_RISK,LOW_RES,800,600,0.615,0.906,0.906,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-240ea921/c20ff573ddde605f.png
2404,pillows-throws,"WOVEN AUTUMN STRIPE THROW",AT_RISK,LOW_RES,800,600,0.416,0.750,0.716,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/textiles/aztec-sand/01-WOVEN_Autumn_Stripe.png
3408,tableware,"WINSLOW TORTOISE BISTRO FLATWARE",BROKEN,MEASURE_FAIL|LOW_RES,215,276,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/flatware/WINSLOW%20Set.png
2325,pillows-throws,"WHITE SILVER HIDE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,241,213,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/White%20Silver%20Hide.png
787,bars,"WOODSLEY CONCRETE & SPLIT WOOD BAR",PASS,,1448,1086,0.421,0.966,0.966,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/787/966cdaa30b37d60c.png
2902,pillows-throws,"WOVEN SAND AZTEC",AT_RISK,LOW_RES,400,300,0.420,0.750,0.712,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/WOVEN%20Sand%20Aztec.png
1994,seating,"YGRITTE EBONY TUFTED BENCH",BROKEN,MEASURE_FAIL|LOW_RES,354,120,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/bench/YGRITTE%20Bench%200.png
3018,serveware,"ZAHAVI GOLD TOP DECANTERS",BROKEN,MEASURE_FAIL|LOW_RES,130,190,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/ZAHAVI%20Decanter%20Set.png
2377,pillows-throws,"WAVES GREY THROW",BROKEN,LOW_RES|CLAMP_MASSIVE,267,267,0.600,0.750,0.645,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/WAVES%20Grey%201.png
706,seating,"ZEKI KILIM ARM CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,248,252,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ZEKI%20Chair%200.png
4134,styling,"ZIYAN MARBLE BOWL + STAND",BROKEN,MEASURE_FAIL|LOW_RES,357,185,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/ZIYAN%20Bowl%20with%20Stand.png
2742,seating,"ZOE OAK DINING CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,212,274,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-dining/Zoe%20Dining%20Chair%201.png
3021,serveware,"ZALENA SILVER TOP DECANTERS",BROKEN,MEASURE_FAIL|LOW_RES,132,194,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/ZALENA%20Decanter%20Set.png
4135,styling,"ZURI MARBLE BOWL + LID",BROKEN,MEASURE_FAIL|LOW_RES,238,195,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/ZURI%20Bowl%20with%20Lid.png
645,serveware,"WELLS DECANTER",BROKEN,FETCH_FAIL,,,,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/WELLS%20Decanter%200.png
