rms_id,title,category,status_class,current_hero_url,current_hero_path,current_in_storage,current_dupe_count,proposed_hero_url,proposed_source,proposed_confidence
2922,Salvatore Marble Coffee Table,tables,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SALVATORE Coffee Table 0.png,TABLES/SALVATORE Coffee Table 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SALVATORE Coffee Table 0.png,keep_current,n/a
2816,Arcus Bevin 12' Slatted Bar,bars,SHARED_KEEP,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - BEVIN 1.png,BARS/ARCUS - BEVIN 1.png,false,2,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - BEVIN 1.png,keep_current,n/a
2814,Arcus Levar 12' Black Tambour Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - LEVAR 1.png,BARS/ARCUS - LEVAR 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - LEVAR 1.png,keep_current,n/a
3054,Arcus Ryann 12' White Tambour Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - RYANN 1.png,BARS/ARCUS - RYANN 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - RYANN 1.png,keep_current,n/a
360,Scout Wood Community Table,tables,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SCOUT Community Table 0.png,TABLES/SCOUT Community Table 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SCOUT Community Table 0.png,keep_current,n/a
3146,Amisa Midnight Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/AMISA Blue Bar 1.png,BARS/AMISA Blue Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/AMISA Blue Bar 1.png,keep_current,n/a
2540,Arcus Tavion 12' Natural Tambour Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - TAVION 1.png,BARS/ARCUS - TAVION 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/ARCUS - TAVION 1.png,keep_current,n/a
786,Barclay Concrete & Split Wood Tasting Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BARCLAY (Everly Top).png,BARS/BARCLAY (Everly Top).png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BARCLAY (Everly Top).png,keep_current,n/a
4086,Boone Barrel Stave Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BOONE Barrel Bar 1.png,BARS/BOONE Barrel Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BOONE Barrel Bar 1.png,keep_current,n/a
1019,Boyce Concrete & Birch Double Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BOYCE Bar 1.png,BARS/BOYCE Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/BOYCE Bar 1.png,keep_current,n/a
174,Durango Cedar & Concrete Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/DURANGO Bar (Everly Top) 0.png,BARS/DURANGO Bar (Everly Top) 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/DURANGO Bar (Everly Top) 0.png,keep_current,n/a
3009,Evangeline Silver Folding Bar Cart,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/EVANGELINE Bar Cart 0.png,BARS/EVANGELINE Bar Cart 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/EVANGELINE Bar Cart 0.png,keep_current,n/a
1926,Hampton Oak Wood Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/HAMPTON Bar 0.png,BARS/HAMPTON Bar 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/HAMPTON Bar 0.png,keep_current,n/a
3353,Inola Single Black Bar,bars,SHARED_KEEP,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA Single 1.png,BARS/INOLA Single 1.png,false,2,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA Single 1.png,keep_current,n/a
3503,Inola Single Black Bar With Gold Mirror Panels,bars,SHARED_KEEP,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA Single 1.png,BARS/INOLA Single 1.png,false,2,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA Single 1.png,keep_current,n/a
3504,Inola U Black  Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA U.png,BARS/INOLA U.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/INOLA U.png,keep_current,n/a
3675,Iraja Double Weathered Oak Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/IRAJA Double Bar 1.png,BARS/IRAJA Double Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/IRAJA Double Bar 1.png,keep_current,n/a
2757,Iraja Square Weathered Oak Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/IRAJA Bar.png,BARS/IRAJA Bar.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/IRAJA Bar.png,keep_current,n/a
2661,Jepperd Black Tambour Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/JEPPERD (Everly Top).png,BARS/JEPPERD (Everly Top).png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/JEPPERD (Everly Top).png,keep_current,n/a
2150,Malcolm Bar Cart,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/MALCOLM Bar Cart 0.png,BARS/MALCOLM Bar Cart 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/MALCOLM Bar Cart 0.png,keep_current,n/a
3008,Marceline Brass Folding Bar Cart,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/MARCELINE Bar Cart 0.png,BARS/MARCELINE Bar Cart 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/MARCELINE Bar Cart 0.png,keep_current,n/a
894,Slade Concrete & Wood Coffee Table,tables,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SLADE Coffee Table 0.png,TABLES/SLADE Coffee Table 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/SLADE Coffee Table 0.png,keep_current,n/a
188,Norwood Concrete & Split Wood Top Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/NORWOOD Bar 1.png,BARS/NORWOOD Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/NORWOOD Bar 1.png,keep_current,n/a
788,Pickford Concrete & Split Wood Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/PICKFORD Bar (Everly Top).png,BARS/PICKFORD Bar (Everly Top).png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/PICKFORD Bar (Everly Top).png,keep_current,n/a
3316,Silverton 6' Disco Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/SILVERTON Bar.png,BARS/SILVERTON Bar.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/SILVERTON Bar.png,keep_current,n/a
4068,Sinatra - Walnut Fluted Bar - Triple (24'),bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/SINATRA Walnut Astaire - Triple 24'.png,BARS/SINATRA Walnut Astaire - Triple 24'.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/SINATRA Walnut Astaire - Triple 24'.png,keep_current,n/a
2966,Voyage Navy Trunk Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/VOYAGE Navy Bar Trunk 1.png,BARS/VOYAGE Navy Bar Trunk 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/VOYAGE Navy Bar Trunk 1.png,keep_current,n/a
1354,Walden Concrete & Birch Bar,bars,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/WALDEN Bar 1.png,BARS/WALDEN Bar 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/BARS/WALDEN Bar 1.png,keep_current,n/a
3467,"Alabaster 4.25"" Votive",candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ALABASTER Small.png,CANDLELIGHT/ALABASTER Small.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ALABASTER Small.png,keep_current,n/a
3468,"Alabaster 5"" Votive",candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ALABASTER Large.png,CANDLELIGHT/ALABASTER Large.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ALABASTER Large.png,keep_current,n/a
4030,Ennai Concrete Oil Lamp,candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ENNAI Oil Lamp.png,CANDLELIGHT/ENNAI Oil Lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/ENNAI Oil Lamp.png,keep_current,n/a
2734,"Florence 25"" Weathered Zinc Lantern",candlelight,SHARED_KEEP,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/FLORENCE Lantern Set.png,CANDLELIGHT/FLORENCE Lantern Set.png,false,3,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/FLORENCE Lantern Set.png,keep_current,n/a
3081,Kinlee Cocoon Large,candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Large.png,CANDLELIGHT/KINLEE Large.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Large.png,keep_current,n/a
3078,Kinlee Cocoon Petite,candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Petite.png,CANDLELIGHT/KINLEE Petite.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Petite.png,keep_current,n/a
3079,Kinlee Cocoon Small,candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Small.png,CANDLELIGHT/KINLEE Small.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/KINLEE Small.png,keep_current,n/a
727,"Layla 28"" Lantern",candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/LAYLA 28in Lantern.png,CANDLELIGHT/LAYLA 28in Lantern.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/LAYLA 28in Lantern.png,keep_current,n/a
726,"Layla 32"" Lantern",candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/LAYLA 32in Lantern.png,CANDLELIGHT/LAYLA 32in Lantern.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/LAYLA 32in Lantern.png,keep_current,n/a
3177,"Rumen 11"" Red LED Camping Lantern",candlelight,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/RUMEN Led Lantern.png,CANDLELIGHT/RUMEN Led Lantern.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/CANDLELIGHT/RUMEN Led Lantern.png,keep_current,n/a
3452,"Amina 15"" Pendant Lantern",chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/AMINA 15in.png,LIGHTING/AMINA 15in.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/AMINA 15in.png,keep_current,n/a
3451,"Ardelia 24"" Pendant Lantern",chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/ARDELIA 24in.png,LIGHTING/ARDELIA 24in.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/ARDELIA 24in.png,keep_current,n/a
2487,"Dezmelda 24"" Smoke Crystal Chandelier",chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/DEZMELDA 0.png,LIGHTING/DEZMELDA 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/DEZMELDA 0.png,keep_current,n/a
4165,Emile Vintage Microphone Pendant Light,chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/EMILE Microphone.png,LIGHTING/EMILE Microphone.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/EMILE Microphone.png,keep_current,n/a
3001,Tierre Smoked Wood Round Coffee Table,tables,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/TIERRE Coffee Table 0.png,TABLES/TIERRE Coffee Table 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/TABLES/TIERRE Coffee Table 0.png,keep_current,n/a
2472,Gideon Large Bamboo Mesh Pendant Light,chandeliers,IMAGELESS,,,,0,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/LIGHTING/NOYA%20Large%20Pendant.png,storage_partial,medium
2464,Gideon Medium Bamboo Mesh Pendant Light,chandeliers,IMAGELESS,,,,0,,none,none
2864,Gideon Small Bamboo Mesh Pendant,chandeliers,IMAGELESS,,,,0,,none,none
2808,Gideon XL Bamboo Mesh Pendant Light,chandeliers,IMAGELESS,,,,0,,none,none
3227,"Namiah 24"" Smoke Crystal Black Chandelier",chandeliers,IMAGELESS,,,,0,,none,none
3913,Elysanda Ceremony Path + Platform,large-decor,IMAGELESS,,,,0,,none,none
3905,Layne Gallery Column _ I DO NOT HAVE IMAGE,large-decor,IMAGELESS,,,,0,,none,none
4077,Mallow Pendant Light,chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/MALLOW Pendant.png,LIGHTING/MALLOW Pendant.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/MALLOW Pendant.png,keep_current,n/a
4049,Noya Sand Pendant Light - Mid,chandeliers,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/NOYA Mid Pendant.png,LIGHTING/NOYA Mid Pendant.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/NOYA Mid Pendant.png,keep_current,n/a
833,Arwyn Sheepskin Fur,furs-pelts,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/ARWYN Sheepskin.png,FURS-PELTS/ARWYN Sheepskin.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/ARWYN Sheepskin.png,keep_current,n/a
4149,Elin Ivory Double Sheepskin,furs-pelts,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/ELIN Double Sheepskin.png,FURS-PELTS/ELIN Double Sheepskin.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/ELIN Double Sheepskin.png,keep_current,n/a
1234,Jael Goat Hide Pelts,furs-pelts,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/JAEL Goat Pelt (2).png,FURS-PELTS/JAEL Goat Pelt (2).png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/JAEL Goat Pelt (2).png,keep_current,n/a
834,Ovis Black Sheepskin Fur,furs-pelts,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/OVIS sheepskin.png,FURS-PELTS/OVIS sheepskin.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/FURS-PELTS/OVIS sheepskin.png,keep_current,n/a
1616,Aya 16th Century Wooden Doors,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/AYA Door.png,LARGE-DECOR/AYA Door.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/AYA Door.png,keep_current,n/a
3925,Bellow 3'H White Corrugated Partition,large-decor,SHARED_BREAK,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/BELLOW 3' Partition 1.png,LARGE-DECOR/BELLOW 3' Partition 1.png,false,2,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/LARGE-DECOR/BELLOW%203%20Partition%201.png,storage_exact,high
3540,"Blaze 48"" Rectangle Weathered Steel Firepit",large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/BLAZE 48 Firepit.png,LARGE-DECOR/BLAZE 48 Firepit.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/BLAZE 48 Firepit.png,keep_current,n/a
3511,Chatta Umbrella - Natural Stripe/White Pole,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Natural Stripe.png,STYLING/CHATTA Natural Stripe.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Natural Stripe.png,keep_current,n/a
3510,Chatta Umbrella - Pink Stripe/White Pole,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Pink Stripe.png,STYLING/CHATTA Pink Stripe.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Pink Stripe.png,keep_current,n/a
3512,Chatta Umbrella - Yellow Pattern/Wood Pole,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Yellow Pattern.png,STYLING/CHATTA Yellow Pattern.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHATTA Yellow Pattern.png,keep_current,n/a
4040,Chendra Double Scallop Umbrella,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHENDRA Double Scallop Umbrella.png,STYLING/CHENDRA Double Scallop Umbrella.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/STYLING/CHENDRA Double Scallop Umbrella.png,keep_current,n/a
2155,Delilah Gold Metal Screen,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/DELILAH Screen 0.png,LARGE-DECOR/DELILAH Screen 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/DELILAH Screen 0.png,keep_current,n/a
2876,Hanoi Cane Wall,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/HANOI Wall 1.png,LARGE-DECOR/HANOI Wall 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/HANOI Wall 1.png,keep_current,n/a
3524,Hudson Rock Wall,large-decor,SHARED_BREAK,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/HUDSON Render.png,LARGE-DECOR/HUDSON Render.png,false,2,,none,none
3542,Jacen Indoor Firepit,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/JACEN Indoor Firepit.png,LARGE-DECOR/JACEN Indoor Firepit.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/JACEN Indoor Firepit.png,keep_current,n/a
1703,Pema Ancient Carved Wood Wall,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/PEMA 0.png,LARGE-DECOR/PEMA 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/PEMA 0.png,keep_current,n/a
3878,"Sutton 36"" Black Firepit + Tank Cover",large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/SUTTON Firepit and Tank Cover.png,LARGE-DECOR/SUTTON Firepit and Tank Cover.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/SUTTON Firepit and Tank Cover.png,keep_current,n/a
2154,Warren Metal Canopy,large-decor,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/WARREN Canopy.png,LARGE-DECOR/WARREN Canopy.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LARGE-DECOR/WARREN Canopy.png,keep_current,n/a
4046,"Annu 40"" Walnut Hoop Chandelier",lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/ANNU 40in Hoop.png,LIGHTING/ANNU 40in Hoop.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/ANNU 40in Hoop.png,keep_current,n/a
3491,Chrishell Globe Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CHRISHELL Lamp.png,LIGHTING/CHRISHELL Lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CHRISHELL Lamp.png,keep_current,n/a
4045,Concreta Wall Sconce,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CONCRETA Wall Sconce 0.png,LIGHTING/CONCRETA Wall Sconce 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CONCRETA Wall Sconce 0.png,keep_current,n/a
4001,Culetta Green Marble Cabaret Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CULETTA Marble Cab Lamp.png,LIGHTING/CULETTA Marble Cab Lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/CULETTA Marble Cab Lamp.png,keep_current,n/a
1625,Darnell Color-Mixing LED  Uplight,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/DARNELL.png,LIGHTING/DARNELL.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/DARNELL.png,keep_current,n/a
819,Farrah Triple Gold Globe Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/FARRAH Table Lamp 0.png,LIGHTING/FARRAH Table Lamp 0.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/FARRAH Table Lamp 0.png,keep_current,n/a
2964,Gemma Sage Glass Table Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/GEMMA Table Lamp.png,LIGHTING/GEMMA Table Lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/GEMMA Table Lamp.png,keep_current,n/a
3979,Georgia Brass Sconce,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/GEORGIA Sconce 1.png,LIGHTING/GEORGIA Sconce 1.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/GEORGIA Sconce 1.png,keep_current,n/a
3321,Irene Brass Cabaret Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/IRENE cb lamp.png,LIGHTING/IRENE cb lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/IRENE cb lamp.png,keep_current,n/a
3574,Jana Matte Bronze Cabaret Lamp,lighting,UNIQUE,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/JANA Matte Bronze Cab Lamp.png,LIGHTING/JANA Matte Bronze Cab Lamp.png,false,1,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/LIGHTING/JANA Matte Bronze Cab Lamp.png,keep_current,n/a
