scraped_product_id,product_url,category_slug,product_slug,image_url,position,is_hero,inferred_filename,alt_text,source_page_url,image_source
e83afc3e-e2e2-4f51-872b-a68fd9707a66,https://www.eclectichive.com/textiles/blue-sabra-pillow,textiles,blue-sabra-pillow,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/5fbc6d68-f9ee-4afc-be09-1498977e31e1/Blue+Sabra.png?format=2500w,0,true,Blue+Sabra.png,Blue Sabra.png,https://www.eclectichive.com/textiles/blue-sabra-pillow,markdown
5fc20762-5e85-47c6-b54d-f5c417b7e264,https://www.eclectichive.com/textiles/blue-turquoise-sabra-pillow,textiles,blue-turquoise-sabra-pillow,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/fed6f260-3499-4787-875a-6ef2d939aba5/Blue+Turquoise+Sabra.png?format=2500w,0,true,Blue+Turquoise+Sabra.png,Blue Turquoise Sabra.png,https://www.eclectichive.com/textiles/blue-turquoise-sabra-pillow,markdown
345fc09e-173e-4c85-b768-50aee9696e13,https://www.eclectichive.com/textiles/blue-velvet-brocade-lumbar,textiles,blue-velvet-brocade-lumbar,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/6a5298c1-48a7-4c22-9edc-32e87e580bfd/Blue+Velvet+Brocade+Lumbar.PNG?format=2500w,0,true,Blue+Velvet+Brocade+Lumbar.PNG,Blue Velvet Brocade Lumbar.PNG,https://www.eclectichive.com/textiles/blue-velvet-brocade-lumbar,markdown
8cad482c-ec9d-441e-926a-7e7adccaa87e,https://www.eclectichive.com/textiles/blue-velvet-fringe-lumbar,textiles,blue-velvet-fringe-lumbar,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/a8712714-3b45-44f1-b013-19dd2a892ff7/Blue+Velvet+Fringe+Lumbar.png?format=2500w,0,true,Blue+Velvet+Fringe+Lumbar.png,Blue Velvet Fringe Lumbar.png,https://www.eclectichive.com/textiles/blue-velvet-fringe-lumbar,markdown
4b72a5b8-7baa-4a01-b752-4e2c5cf58ae7,https://www.eclectichive.com/textiles/breen-olive-velvet-pillow,textiles,breen-olive-velvet-pillow,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/2a0aed9c-27c0-4394-b29e-86ce8a61af15/Green+Olive+Velvet.png?format=2500w,0,true,Green+Olive+Velvet.png,Green Olive Velvet.png,https://www.eclectichive.com/textiles/breen-olive-velvet-pillow,markdown
e615c7a5-62c3-480a-9216-cec97bed9144,https://www.eclectichive.com/textiles/brown-black-plaid-pillow,textiles,brown-black-plaid-pillow,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/ce3a899b-1def-4357-a16f-bf6c747060a5/Brown+Black+Plaid.png?format=2500w,0,true,Brown+Black+Plaid.png,Brown Black Plaid.png,https://www.eclectichive.com/textiles/brown-black-plaid-pillow,markdown
692963f6-e658-40d4-9604-0ac37a4f1fcb,https://www.eclectichive.com/textiles/brown-cognac-leather-lumbar,textiles,brown-cognac-leather-lumbar,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/ac208949-fb47-4a36-b994-3baaaa4a3250/Brown+Cognac+Lumbar.png?format=2500w,0,true,Brown+Cognac+Lumbar.png,Brown Cognac Lumbar.png,https://www.eclectichive.com/textiles/brown-cognac-leather-lumbar,markdown
ebc86468-a75a-40cd-9425-24a7c469f522,https://www.eclectichive.com/textiles/brown-cognac-leather-stitched,textiles,brown-cognac-leather-stitched,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/bc3a42d8-c9f3-434f-9e1b-04982d2e6df3/Brown+Cognac+Stitched.png?format=2500w,0,true,Brown+Cognac+Stitched.png,Brown Cognac Stitched.png,https://www.eclectichive.com/textiles/brown-cognac-leather-stitched,markdown
209ea4d7-146d-46c8-a506-99c2ed8a4f03,https://www.eclectichive.com/textiles/brown-faux-mink-oversize,textiles,brown-faux-mink-oversize,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/7c1a2ab8-2639-44a5-934b-255c3d7101df/Brown+Faux+Mink.png?format=2500w,0,true,Brown+Faux+Mink.png,Brown Faux Mink.png,https://www.eclectichive.com/textiles/brown-faux-mink-oversize,markdown
e17e6cba-5543-42e3-a11a-b18199ec6dbc,https://www.eclectichive.com/textiles/brown-fur-mud-cloth-lumbar-oversize,textiles,brown-fur-mud-cloth-lumbar-oversize,https://images.squarespace-cdn.com/content/v1/57239bd5f8baf385ff553066/a4b3d252-0cbf-4373-b808-7911c2836f71/Brown+Fur+Long+Oversize.png?format=2500w,0,true,Brown+Fur+Long+Oversize.png,Brown Fur Long Oversize.png,https://www.eclectichive.com/textiles/brown-fur-mud-cloth-lumbar-oversize,markdown
